Date,Continents,Country,Gender,Visitors,Visitors Same Period Previous Year,Growth
202007, Europe, Austria, male,32,654,-95.1
202007, Europe, Austria, female,1,411,-99.8
202007, Europe, Austria, Stewardess,71,109,-34.9
202007, Europe, Austria, entire,104,1174,-91.1
202008, Europe, Austria, male,62,654,-90.5
202008, Europe, Austria, female,25,441,-94.3
202008, Europe, Austria, Stewardess,70,123,-43.1
202008, Europe, Austria, entire,157,1218,-87.1
202009, Europe, Austria, male,32,785,-95.9
202009, Europe, Austria, female,2,463,-99.6
202009, Europe, Austria, Stewardess,66,121,-45.5
202009, Europe, Austria, entire,100,1369,-92.7
202010, Europe, Austria, male,52,889,-94.2
202010, Europe, Austria, female,2,446,-99.6
202010, Europe, Austria, Stewardess,57,126,-54.8
202010, Europe, Austria, entire,111,1461,-92.4
202011, Europe, Austria, male,50,734,-93.2
202011, Europe, Austria, female,4,252,-98.4
202011, Europe, Austria, Stewardess,64,127,-49.6
202011, Europe, Austria, entire,118,1113,-89.4
202012, Europe, Austria, male,14,457,-96.9
202012, Europe, Austria, female,7,213,-96.7
202012, Europe, Austria, Stewardess,66,111,-40.5
202012, Europe, Austria, entire,87,781,-88.9
202101, Europe, Austria, male,27,403,-93.3
202101, Europe, Austria, female,9,151,-94
202101, Europe, Austria, Stewardess,65,136,-52.2
202101, Europe, Austria, entire,101,690,-85.4
202102, Europe, Austria, male,30,377,-92
202102, Europe, Austria, female,24,187,-87.2
202102, Europe, Austria, Stewardess,57,104,-45.2
202102, Europe, Austria, entire,111,668,-83.4
202103, Europe, Austria, male,31,26,19.2
202103, Europe, Austria, female,10,25,-60
202103, Europe, Austria, Stewardess,60,45,33.3
202103, Europe, Austria, entire,101,96,5.2
202104, Europe, Austria, male,27,2,1250
202104, Europe, Austria, female,4,0,0
202104, Europe, Austria, Stewardess,84,66,27.3
202104, Europe, Austria, entire,115,68,69.1
202105, Europe, Austria, male,35,12,191.7
202105, Europe, Austria, female,5,1,400
202105, Europe, Austria, Stewardess,74,96,-22.9
202105, Europe, Austria, entire,114,109,4.6
202106, Europe, Austria, male,31,21,47.6
202106, Europe, Austria, female,10,1,900
202106, Europe, Austria, Stewardess,84,67,25.4
202106, Europe, Austria, entire,125,89,40.4
202107, Europe, Austria, male,49,32,53.1
202107, Europe, Austria, female,23,1,2200
202107, Europe, Austria, Stewardess,68,71,-4.2
202107, Europe, Austria, entire,140,104,34.6
202108, Europe, Austria, male,94,62,51.6
202108, Europe, Austria, female,62,25,148
202108, Europe, Austria, Stewardess,69,70,-1.4
202108, Europe, Austria, entire,225,157,43.3
202109, Europe, Austria, male,96,32,200
202109, Europe, Austria, female,24,2,1100
202109, Europe, Austria, Stewardess,77,66,16.7
202109, Europe, Austria, entire,197,100,97
202110, Europe, Austria, male,122,52,134.6
202110, Europe, Austria, female,30,2,1400
202110, Europe, Austria, Stewardess,107,57,87.7
202110, Europe, Austria, entire,259,111,133.3
202111, Europe, Austria, male,185,50,270
202111, Europe, Austria, female,36,4,800
202111, Europe, Austria, Stewardess,96,64,50
202111, Europe, Austria, entire,317,118,168.6
202112, Europe, Austria, male,33,14,135.7
202112, Europe, Austria, female,12,7,71.4
202112, Europe, Austria, Stewardess,70,66,6.1
202112, Europe, Austria, entire,115,87,32.2
202201, Europe, Austria, male,42,27,55.6
202201, Europe, Austria, female,17,9,88.9
202201, Europe, Austria, Stewardess,85,65,30.8
202201, Europe, Austria, entire,144,101,42.6
202202, Europe, Austria, male,78,30,160
202202, Europe, Austria, female,62,24,158.3
202202, Europe, Austria, Stewardess,77,57,35.1
202202, Europe, Austria, entire,217,111,95.5
202203, Europe, Austria, male,64,31,106.5
202203, Europe, Austria, female,19,10,90
202203, Europe, Austria, Stewardess,89,60,48.3
202203, Europe, Austria, entire,172,101,70.3
202204, Europe, Austria, male,153,27,466.7
202204, Europe, Austria, female,90,4,2150
202204, Europe, Austria, Stewardess,97,84,15.5
202204, Europe, Austria, entire,340,115,195.7
202205, Europe, Austria, male,325,35,828.6
202205, Europe, Austria, female,110,5,2100
202205, Europe, Austria, Stewardess,105,74,41.9
202205, Europe, Austria, entire,540,114,373.7
202206, Europe, Austria, male,222,31,616.1
202206, Europe, Austria, female,112,10,1020
202206, Europe, Austria, Stewardess,103,84,22.6
202206, Europe, Austria, entire,437,125,249.6
202207, Europe, Austria, male,332,49,577.6
202207, Europe, Austria, female,270,23,1073.9
202207, Europe, Austria, Stewardess,120,68,76.5
202207, Europe, Austria, entire,722,140,415.7
202208, Europe, Austria, male,419,94,345.7
202208, Europe, Austria, female,351,62,466.1
202208, Europe, Austria, Stewardess,146,69,111.6
202208, Europe, Austria, entire,916,225,307.1
202209, Europe, Austria, male,393,96,309.4
202209, Europe, Austria, female,307,24,1179.2
202209, Europe, Austria, Stewardess,139,77,80.5
202209, Europe, Austria, entire,839,197,325.9
202210, Europe, Austria, male,504,122,313.1
202210, Europe, Austria, female,324,30,980
202210, Europe, Austria, Stewardess,119,107,11.2
202210, Europe, Austria, entire,947,259,265.6
202211, Europe, Austria, male,465,185,151.4
202211, Europe, Austria, female,162,36,350
202211, Europe, Austria, Stewardess,113,96,17.7
202211, Europe, Austria, entire,740,317,133.4
202212, Europe, Austria, male,264,33,700
202212, Europe, Austria, female,161,12,1241.7
202212, Europe, Austria, Stewardess,117,70,67.1
202212, Europe, Austria, entire,542,115,371.3
202301, Europe, Austria, male,263,42,526.2
202301, Europe, Austria, female,123,17,623.5
202301, Europe, Austria, Stewardess,105,85,23.5
202301, Europe, Austria, entire,491,144,241
202302, Europe, Austria, male,322,78,312.8
202302, Europe, Austria, female,222,62,258.1
202302, Europe, Austria, Stewardess,91,77,18.2
202302, Europe, Austria, entire,635,217,192.6
202303, Europe, Austria, male,621,64,870.3
202303, Europe, Austria, female,417,19,2094.7
202303, Europe, Austria, Stewardess,117,89,31.5
202303, Europe, Austria, entire,1155,172,571.5
202304, Europe, Austria, male,725,153,373.9
202304, Europe, Austria, female,606,90,573.3
202304, Europe, Austria, Stewardess,149,97,53.6
202304, Europe, Austria, entire,1480,340,335.3
202305, Europe, Austria, male,568,325,74.8
202305, Europe, Austria, female,385,110,250
202305, Europe, Austria, Stewardess,73,105,-30.5
202305, Europe, Austria, entire,1026,540,90
202306, Europe, Austria, male,519,222,133.8
202306, Europe, Austria, female,281,112,150.9
202306, Europe, Austria, Stewardess,78,103,-24.3
202306, Europe, Austria, entire,878,437,100.9
202307, Europe, Austria, male,910,332,174.1
202307, Europe, Austria, female,772,270,185.9
202307, Europe, Austria, Stewardess,67,120,-44.2
202307, Europe, Austria, entire,1749,722,142.2
202308, Europe, Austria, male,653,419,55.8
202308, Europe, Austria, female,600,351,70.9
202308, Europe, Austria, Stewardess,71,146,-51.4
202308, Europe, Austria, entire,1324,916,44.5
201601, Asia, Bangladesh, male,726,534,36
201601, Asia, Bangladesh, female,64,43,48.8
201601, Asia, Bangladesh, Stewardess,154,113,36.3
201601, Asia, Bangladesh, entire,944,690,36.8
201602, Asia, Bangladesh, male,714,622,14.8
201602, Asia, Bangladesh, female,104,75,38.7
201602, Asia, Bangladesh, Stewardess,96,190,-49.5
201602, Asia, Bangladesh, entire,914,887,3
201603, Asia, Bangladesh, male,844,748,12.8
201603, Asia, Bangladesh, female,46,66,-30.3
201603, Asia, Bangladesh, Stewardess,150,128,17.2
201603, Asia, Bangladesh, entire,1040,942,10.4
201604, Asia, Bangladesh, male,889,860,3.4
201604, Asia, Bangladesh, female,69,76,-9.2
201604, Asia, Bangladesh, Stewardess,84,171,-50.9
201604, Asia, Bangladesh, entire,1042,1107,-5.9
201605, Asia, Bangladesh, male,1321,775,70.5
201605, Asia, Bangladesh, female,152,65,133.8
201605, Asia, Bangladesh, Stewardess,158,215,-26.5
201605, Asia, Bangladesh, entire,1631,1055,54.6
201606, Asia, Bangladesh, male,811,626,29.6
201606, Asia, Bangladesh, female,114,59,93.2
201606, Asia, Bangladesh, Stewardess,203,106,91.5
201606, Asia, Bangladesh, entire,1128,791,42.6
201607, Asia, Bangladesh, male,724,638,13.5
201607, Asia, Bangladesh, female,107,74,44.6
201607, Asia, Bangladesh, Stewardess,101,115,-12.2
201607, Asia, Bangladesh, entire,932,827,12.7
201608, Asia, Bangladesh, male,1040,811,28.2
201608, Asia, Bangladesh, female,121,99,22.2
201608, Asia, Bangladesh, Stewardess,131,111,18
201608, Asia, Bangladesh, entire,1292,1021,26.5
201609, Asia, Bangladesh, male,930,756,23
201609, Asia, Bangladesh, female,96,82,17.1
201609, Asia, Bangladesh, Stewardess,129,197,-34.5
201609, Asia, Bangladesh, entire,1155,1035,11.6
201610, Asia, Bangladesh, male,980,956,2.5
201610, Asia, Bangladesh, female,97,125,-22.4
201610, Asia, Bangladesh, Stewardess,204,140,45.7
201610, Asia, Bangladesh, entire,1281,1221,4.9
201611, Asia, Bangladesh, male,770,917,-16
201611, Asia, Bangladesh, female,64,93,-31.2
201611, Asia, Bangladesh, Stewardess,189,118,60.2
201611, Asia, Bangladesh, entire,1023,1128,-9.3
201612, Asia, Bangladesh, male,641,837,-23.4
201612, Asia, Bangladesh, female,52,57,-8.8
201612, Asia, Bangladesh, Stewardess,97,161,-39.8
201612, Asia, Bangladesh, entire,790,1055,-25.1
201701, Asia, Bangladesh, male,600,726,-17.4
201701, Asia, Bangladesh, female,55,64,-14.1
201701, Asia, Bangladesh, Stewardess,131,154,-14.9
201701, Asia, Bangladesh, entire,786,944,-16.7
201702, Asia, Bangladesh, male,898,714,25.8
201702, Asia, Bangladesh, female,120,104,15.4
201702, Asia, Bangladesh, Stewardess,142,96,47.9
201702, Asia, Bangladesh, entire,1160,914,26.9
201703, Asia, Bangladesh, male,1060,844,25.6
201703, Asia, Bangladesh, female,87,46,89.1
201703, Asia, Bangladesh, Stewardess,77,150,-48.7
201703, Asia, Bangladesh, entire,1224,1040,17.7
201704, Asia, Bangladesh, male,943,889,6.1
201704, Asia, Bangladesh, female,69,69,0
201704, Asia, Bangladesh, Stewardess,96,84,14.3
201704, Asia, Bangladesh, entire,1108,1042,6.3
201705, Asia, Bangladesh, male,806,1321,-39
201705, Asia, Bangladesh, female,83,152,-45.4
201705, Asia, Bangladesh, Stewardess,162,158,2.5
201705, Asia, Bangladesh, entire,1051,1631,-35.6
201706, Asia, Bangladesh, male,671,811,-17.3
201706, Asia, Bangladesh, female,90,114,-21.1
201706, Asia, Bangladesh, Stewardess,125,203,-38.4
201706, Asia, Bangladesh, entire,886,1128,-21.5
201707, Asia, Bangladesh, male,924,724,27.6
201707, Asia, Bangladesh, female,161,107,50.5
201707, Asia, Bangladesh, Stewardess,110,101,8.9
201707, Asia, Bangladesh, entire,1195,932,28.2
201708, Asia, Bangladesh, male,988,1040,-5
201708, Asia, Bangladesh, female,124,121,2.5
201708, Asia, Bangladesh, Stewardess,190,131,45
201708, Asia, Bangladesh, entire,1302,1292,0.8
201709, Asia, Bangladesh, male,1158,930,24.5
201709, Asia, Bangladesh, female,136,96,41.7
201709, Asia, Bangladesh, Stewardess,165,129,27.9
201709, Asia, Bangladesh, entire,1459,1155,26.3
201710, Asia, Bangladesh, male,1301,980,32.8
201710, Asia, Bangladesh, female,107,97,10.3
201710, Asia, Bangladesh, Stewardess,207,204,1.5
201710, Asia, Bangladesh, entire,1615,1281,26.1
201711, Asia, Bangladesh, male,820,770,6.5
201711, Asia, Bangladesh, female,64,64,0
201711, Asia, Bangladesh, Stewardess,142,189,-24.9
201711, Asia, Bangladesh, entire,1026,1023,0.3
201712, Asia, Bangladesh, male,1046,641,63.2
201712, Asia, Bangladesh, female,83,52,59.6
201712, Asia, Bangladesh, Stewardess,142,97,46.4
201712, Asia, Bangladesh, entire,1271,790,60.9
201801, Asia, Bangladesh, male,909,600,51.5
201801, Asia, Bangladesh, female,104,55,89.1
201801, Asia, Bangladesh, Stewardess,218,131,66.4
201801, Asia, Bangladesh, entire,1231,786,56.6
201802, Asia, Bangladesh, male,991,898,10.4
201802, Asia, Bangladesh, female,123,120,2.5
201802, Asia, Bangladesh, Stewardess,128,142,-9.9
201802, Asia, Bangladesh, entire,1242,1160,7.1
201803, Asia, Bangladesh, male,1227,1060,15.8
201803, Asia, Bangladesh, female,97,87,11.5
201803, Asia, Bangladesh, Stewardess,168,77,118.2
201803, Asia, Bangladesh, entire,1492,1224,21.9
201804, Asia, Bangladesh, male,994,943,5.4
201804, Asia, Bangladesh, female,119,69,72.5
201804, Asia, Bangladesh, Stewardess,110,96,14.6
201804, Asia, Bangladesh, entire,1223,1108,10.4
201805, Asia, Bangladesh, male,855,806,6.1
201805, Asia, Bangladesh, female,125,83,50.6
201805, Asia, Bangladesh, Stewardess,188,162,16
201805, Asia, Bangladesh, entire,1168,1051,11.1
201806, Asia, Bangladesh, male,958,671,42.8
201806, Asia, Bangladesh, female,113,90,25.6
201806, Asia, Bangladesh, Stewardess,184,125,47.2
201806, Asia, Bangladesh, entire,1255,886,41.6
201807, Asia, Bangladesh, male,957,924,3.6
201807, Asia, Bangladesh, female,171,161,6.2
201807, Asia, Bangladesh, Stewardess,235,110,113.6
201807, Asia, Bangladesh, entire,1363,1195,14.1
201808, Asia, Bangladesh, male,1067,988,8
201808, Asia, Bangladesh, female,155,124,25
201808, Asia, Bangladesh, Stewardess,328,190,72.6
201808, Asia, Bangladesh, entire,1550,1302,19
201809, Asia, Bangladesh, male,1289,1158,11.3
201809, Asia, Bangladesh, female,137,136,0.7
201809, Asia, Bangladesh, Stewardess,158,165,-4.2
201809, Asia, Bangladesh, entire,1584,1459,8.6
201810, Asia, Bangladesh, male,1156,1301,-11.1
201810, Asia, Bangladesh, female,114,107,6.5
201810, Asia, Bangladesh, Stewardess,287,207,38.6
201810, Asia, Bangladesh, entire,1557,1615,-3.6
201811, Asia, Bangladesh, male,917,820,11.8
201811, Asia, Bangladesh, female,132,64,106.2
201811, Asia, Bangladesh, Stewardess,221,142,55.6
201811, Asia, Bangladesh, entire,1270,1026,23.8
201812, Asia, Bangladesh, male,922,1046,-11.9
201812, Asia, Bangladesh, female,98,83,18.1
201812, Asia, Bangladesh, Stewardess,196,142,38
201812, Asia, Bangladesh, entire,1216,1271,-4.3
201901, Asia, Bangladesh, male,897,909,-1.3
201901, Asia, Bangladesh, female,57,104,-45.2
201901, Asia, Bangladesh, Stewardess,293,218,34.4
201901, Asia, Bangladesh, entire,1247,1231,1.3
201902, Asia, Bangladesh, male,1198,991,20.9
201902, Asia, Bangladesh, female,163,123,32.5
201902, Asia, Bangladesh, Stewardess,295,128,130.5
201902, Asia, Bangladesh, entire,1656,1242,33.3
201903, Asia, Bangladesh, male,1353,1227,10.3
201903, Asia, Bangladesh, female,120,97,23.7
201903, Asia, Bangladesh, Stewardess,231,168,37.5
201903, Asia, Bangladesh, entire,1704,1492,14.2
201904, Asia, Bangladesh, male,948,994,-4.6
201904, Asia, Bangladesh, female,103,119,-13.4
201904, Asia, Bangladesh, Stewardess,267,110,142.7
201904, Asia, Bangladesh, entire,1318,1223,7.8
201905, Asia, Bangladesh, male,865,855,1.2
201905, Asia, Bangladesh, female,116,125,-7.2
201905, Asia, Bangladesh, Stewardess,244,188,29.8
201905, Asia, Bangladesh, entire,1225,1168,4.9
201906, Asia, Bangladesh, male,928,958,-3.1
201906, Asia, Bangladesh, female,118,113,4.4
201906, Asia, Bangladesh, Stewardess,214,184,16.3
201906, Asia, Bangladesh, entire,1260,1255,0.4
201907, Asia, Bangladesh, male,867,957,-9.4
201907, Asia, Bangladesh, female,142,171,-17
201907, Asia, Bangladesh, Stewardess,187,235,-20.4
201907, Asia, Bangladesh, entire,1196,1363,-12.3
201908, Asia, Bangladesh, male,1438,1067,34.8
201908, Asia, Bangladesh, female,221,155,42.6
201908, Asia, Bangladesh, Stewardess,209,328,-36.3
201908, Asia, Bangladesh, entire,1868,1550,20.5
201909, Asia, Bangladesh, male,1576,1289,22.3
201909, Asia, Bangladesh, female,138,137,0.7
201909, Asia, Bangladesh, Stewardess,166,158,5.1
201909, Asia, Bangladesh, entire,1880,1584,18.7
201910, Asia, Bangladesh, male,1121,1156,-3
201910, Asia, Bangladesh, female,144,114,26.3
201910, Asia, Bangladesh, Stewardess,450,287,56.8
201910, Asia, Bangladesh, entire,1715,1557,10.1
201911, Asia, Bangladesh, male,898,917,-2.1
201911, Asia, Bangladesh, female,114,132,-13.6
201911, Asia, Bangladesh, Stewardess,274,221,24
201911, Asia, Bangladesh, entire,1286,1270,1.3
201912, Asia, Bangladesh, male,1224,922,32.8
201912, Asia, Bangladesh, female,119,98,21.4
201912, Asia, Bangladesh, Stewardess,254,196,29.6
201912, Asia, Bangladesh, entire,1597,1216,31.3
202001, Asia, Bangladesh, male,966,897,7.7
202001, Asia, Bangladesh, female,124,57,117.5
202001, Asia, Bangladesh, Stewardess,209,293,-28.7
202001, Asia, Bangladesh, entire,1299,1247,4.2
202002, Asia, Bangladesh, male,851,1198,-29
202002, Asia, Bangladesh, female,103,163,-36.8
202002, Asia, Bangladesh, Stewardess,42,295,-85.8
202002, Asia, Bangladesh, entire,996,1656,-39.9
202003, Asia, Bangladesh, male,494,1353,-63.5
202003, Asia, Bangladesh, female,38,120,-68.3
202003, Asia, Bangladesh, Stewardess,34,231,-85.3
