Base date, Major countries and continents, country name, Purpose classification, personnel, Same period last year, increase/decrease rate
201602, America, USA, commercial,423,636,-33.5
201602, America, USA, Public,1246,1197,4.1
201602, America, USA, Study Abroad,820,719,14
201602, America, USA, etc,15244,14452,5.5
201602, America, USA, entire,50705,48728,4.1
201602, America, Canada, tourism,6728,6705,0.3
201602, America, Canada, commercial,79,135,-41.5
201602, America, Canada, Public,6,9,-33.3
201602, America, Canada, Study Abroad,111,116,-4.3
201602, America, Canada, etc,3771,3572,5.6
201602, America, Canada, entire,10695,10537,1.5
201602, America, brazil, tourism,530,765,-30.7
201602, America, brazil, commercial,18,34,-47.1
201602, America, brazil, Public,4,8,-50
201602, America, brazil, Study Abroad,86,66,30.3
201602, America, brazil, etc,294,286,2.8
201602, America, brazil, entire,932,1159,-19.6
201602, America, Mexico, tourism,408,445,-8.3
201602, America, Mexico, commercial,9,10,-10
201602, America, Mexico, Public,4,3,33.3
201602, America, Mexico, Study Abroad,172,157,9.6
201602, America, Mexico, etc,214,200,7
201602, America, Mexico, entire,807,815,-1
201602, America, etc, tourism,973,886,9.8
201602, America, etc, commercial,21,16,31.2
201602, America, etc, Public,14,6,133.3
201602, America, etc, Study Abroad,214,230,-7
201602, America, etc, etc,758,453,67.3
201602, America, etc, entire,1980,1591,24.5
201602, europe, Year and Continent, tourism,35055,31763,10.4
201602, europe, Year and Continent, commercial,2129,2374,-10.3
201602, europe, Year and Continent, Public,103,92,12
201602, europe, Year and Continent, Study Abroad,2867,2473,15.9
201602, europe, Year and Continent, etc,16919,15174,11.5
201602, europe, Year and Continent, entire,57073,51876,10
201602, europe, russia, tourism,8593,6676,28.7
201602, europe, russia, commercial,115,102,12.7
201602, europe, russia, Public,12,7,71.4
201602, europe, russia, Study Abroad,348,304,14.5
201602, europe, russia, etc,5054,4645,8.8
201602, europe, russia, entire,14122,11734,20.4
201602, europe, uk, tourism,5653,5483,3.1
201602, europe, uk, commercial,430,507,-15.2
201602, europe, uk, Public,5,8,-37.5
201602, europe, uk, Study Abroad,91,72,26.4
201602, europe, uk, etc,1962,1981,-1
201602, europe, uk, entire,8141,8051,1.1
201602, europe, germany, tourism,4975,4465,11.4
201602, europe, germany, commercial,243,264,-8
201602, europe, germany, Public,13,11,18.2
201602, europe, germany, Study Abroad,485,348,39.4
201602, europe, germany, etc,1099,958,14.7
201602, europe, germany, entire,6815,6046,12.7
201602, europe, france, tourism,3888,3696,5.2
201602, europe, france, commercial,424,425,-0.2
201602, europe, france, Public,29,33,-12.1
201602, europe, france, Study Abroad,789,728,8.4
201602, europe, france, etc,970,1096,-11.5
201602, europe, france, entire,6100,5978,2
201602, europe, Italy, tourism,1758,1830,-3.9
201602, europe, Italy, commercial,62,72,-13.9
201602, europe, Italy, Public,9,6,50
201602, europe, Italy, Study Abroad,71,50,42
201602, europe, Italy, etc,1344,1045,28.6
201602, europe, Italy, entire,3244,3003,8
201602, europe, Netherlands, tourism,1273,1276,-0.2
201602, europe, Netherlands, commercial,63,53,18.9
201602, europe, Netherlands, Public,0,3,-100
201602, europe, Netherlands, Study Abroad,143,152,-5.9
201602, europe, Netherlands, etc,569,472,20.6
201602, europe, Netherlands, entire,2048,1956,4.7
201602, europe, Ukraine, tourism,496,398,24.6
201602, europe, Ukraine, commercial,39,73,-46.6
201602, europe, Ukraine, Public,0,0,0
201602, europe, Ukraine, Study Abroad,43,34,26.5
201602, europe, Ukraine, etc,1307,1150,13.7
201602, europe, Ukraine, entire,1885,1655,13.9
201602, europe, Spain, tourism,847,799,6
201602, europe, Spain, commercial,20,25,-20
201602, europe, Spain, Public,5,4,25
201602, europe, Spain, Study Abroad,118,96,22.9
201602, europe, Spain, etc,302,243,24.3
201602, europe, Spain, entire,1292,1167,10.7
201602, europe, Romania, tourism,298,289,3.1
201602, europe, Romania, commercial,12,16,-25
201602, europe, Romania, Public,0,1,-100
201602, europe, Romania, Study Abroad,23,17,35.3
201602, europe, Romania, etc,587,490,19.8
201602, europe, Romania, entire,920,813,13.2
201602, europe, Norway, tourism,657,625,5.1
201602, europe, Norway, commercial,364,479,-24
201602, europe, Norway, Public,5,4,25
201602, europe, Norway, Study Abroad,56,29,93.1
201602, europe, Norway, etc,187,122,53.3
201602, europe, Norway, entire,1269,1259,0.8
201602, europe, Sweden, tourism,754,763,-1.2
201602, europe, Sweden, commercial,43,53,-18.9
201602, europe, Sweden, Public,6,3,100
201602, europe, Sweden, Study Abroad,72,86,-16.3
201602, europe, Sweden, etc,153,120,27.5
201602, europe, Sweden, entire,1028,1025,0.3
201602, europe, Poland, tourism,508,474,7.2
201602, europe, Poland, commercial,26,30,-13.3
201602, europe, Poland, Public,0,0,0
201602, europe, Poland, Study Abroad,64,58,10.3
201602, europe, Poland, etc,439,381,15.2
201602, europe, Poland, entire,1037,943,10
201602, europe, Swiss, tourism,682,589,15.8
201602, europe, Swiss, commercial,20,20,0
201602, europe, Swiss, Public,2,2,0
201602, europe, Swiss, Study Abroad,69,45,53.3
201602, europe, Swiss, etc,73,76,-3.9
201602, europe, Swiss, entire,846,732,15.6
201602, europe, Portugal, tourism,531,573,-7.3
201602, europe, Portugal, commercial,10,11,-9.1
201602, europe, Portugal, Public,1,2,-50
201602, europe, Portugal, Study Abroad,11,16,-31.2
201602, europe, Portugal, etc,99,81,22.2
201602, europe, Portugal, entire,652,683,-4.5
201602, europe,Austria, tourism,612,455,34.5
201602, europe,Austria, commercial,9,10,-10
201602, europe,Austria, Public,1,1,0
201602, europe,Austria, Study Abroad,43,44,-2.3
201602, europe,Austria, etc,139,120,15.8
201602, europe,Austria, entire,804,630,27.6
201602, europe, Finland, tourism,456,466,-2.1
201602, europe, Finland, commercial,25,20,25
201602, europe, Finland, Public,0,0,0
201602, europe, Finland, Study Abroad,126,123,2.4
201602, europe, Finland, etc,274,199,37.7
201602, europe, Finland, entire,881,808,9
201602, europe, Belgium, tourism,401,450,-10.9
201602, europe, Belgium, commercial,21,18,16.7
201602, europe, Belgium, Public,2,0,0
201602, europe, Belgium, Study Abroad,40,28,42.9
201602, europe, Belgium, etc,148,115,28.7
201602, europe, Belgium, entire,612,611,0.2
201602, europe, Croatia, tourism,186,110,69.1
201602, europe, Croatia, commercial,10,12,-16.7
201602, europe, Croatia, Public,0,0,0
201602, europe, Croatia, Study Abroad,3,3,0
201602, europe, Croatia, etc,273,151,80.8
201602, europe, Croatia, entire,472,276,71
201602, europe, Greece, tourism,374,315,18.7
201602, europe, Greece, commercial,49,25,96
201602, europe, Greece, Public,0,0,0
201602, europe, Greece, Study Abroad,5,7,-28.6
201602, europe, Greece, etc,330,246,34.1
201602, europe, Greece, entire,758,593,27.8
201602, europe, Bulgaria, tourism,152,111,36.9
201602, europe, Bulgaria, commercial,4,6,-33.3
201602, europe, Bulgaria, Public,0,0,0
201602, europe, Bulgaria, Study Abroad,21,18,16.7
201602, europe, Bulgaria, etc,415,322,28.9
201602, europe, Bulgaria, entire,592,457,29.5
201602, europe, Denmark, tourism,496,458,8.3
201602, europe, Denmark, commercial,77,66,16.7
201602, europe, Denmark, Public,5,3,66.7
201602, europe, Denmark, Study Abroad,37,35,5.7
201602, europe, Denmark, etc,140,161,-13
201602, europe, Denmark, entire,755,723,4.4
201602, europe, Ireland, tourism,317,270,17.4
201602, europe, Ireland, commercial,23,26,-11.5
201602, europe, Ireland, Public,1,1,0
201602, europe, Ireland, Study Abroad,3,9,-66.7
201602, europe, Ireland, etc,210,211,-0.5
201602, europe, Ireland, entire,554,517,7.2
201602, europe, etc, tourism,1148,1192,-3.7
201602, europe, etc, commercial,40,61,-34.4
201602, europe, etc, Public,7,3,133.3
201602, europe, etc, Study Abroad,206,171,20.5
201602, europe, etc, etc,845,789,7.1
201602, europe, etc, entire,2246,2216,1.4
201602, Oceania, Year and Continent, tourism,7002,6743,3.8
201602, Oceania, Year and Continent, commercial,415,357,16.2
201602, Oceania, Year and Continent, Public,33,37,-10.8
201602, Oceania, Year and Continent, Study Abroad,78,83,-6
201602, Oceania, Year and Continent, etc,2030,1697,19.6
201602, Oceania, Year and Continent, entire,9558,8917,7.2
201602, Oceania, australia, tourism,5563,5491,1.3
201602, Oceania, australia, commercial,380,303,25.4
201602, Oceania, australia, Public,32,36,-11.1
201602, Oceania, australia, Study Abroad,62,72,-13.9
201602, Oceania, australia, etc,1301,1108,17.4
201602, Oceania, australia, entire,7338,7010,4.7
201602, Oceania, New Zealand, tourism,1244,1064,16.9
201602, Oceania, New Zealand, commercial,35,54,-35.2
201602, Oceania, New Zealand, Public,0,0,0
201602, Oceania, New Zealand, Study Abroad,8,6,33.3
201602, Oceania, New Zealand, etc,580,508,14.2
201602, Oceania, New Zealand, entire,1867,1632,14.4
201602, Oceania, etc, tourism,195,188,3.7
201602, Oceania, etc, commercial,0,0,0
201602, Oceania, etc, Public,1,1,0
201602, Oceania, etc, Study Abroad,8,5,60
201602, Oceania, etc, etc,149,81,84
201602, Oceania, etc, entire,353,275,28.4
201602, Africa, Year and Continent, tourism,1434,1109,29.3
201602, Africa, Year and Continent, commercial,465,405,14.8
201602, Africa, Year and Continent, Public,71,31,129
201602, Africa, Year and Continent, Study Abroad,496,386,28.5
201602, Africa, Year and Continent, etc,1252,945,32.5
201602, Africa, Year and Continent, entire,3718,2876,29.3
201602, Africa, Republic of South Africa, tourism,333,278,19.8
201602, Africa, Republic of South Africa, commercial,20,25,-20
201602, Africa, Republic of South Africa, Public,0,0,0
201602, Africa, Republic of South Africa, Study Abroad,13,7,85.7
201602, Africa, Republic of South Africa, etc,598,545,9.7
201602, Africa, Republic of South Africa, entire,964,855,12.7
201602, Africa, etc, tourism,1101,831,32.5
201602, Africa, etc, commercial,445,380,17.1
201602, Africa, etc, Public,71,31,129
201602, Africa, etc, Study Abroad,483,379,27.4
201602, Africa, etc, etc,654,400,63.5
201602, Africa, etc, entire,2754,2021,36.3
201602, etc, Year and Continent, tourism,22,19,15.8
201602, etc, Year and Continent, commercial,1,1,0
201602, etc, Year and Continent, Public,0,1,-100
201602, etc, Year and Continent, Study Abroad,5,3,66.7
201602, etc, Year and Continent, etc,44,19,131.6
201602, etc, Year and Continent, entire,72,43,67.4
201602, etc, etc, tourism,22,19,15.8
201602, etc, etc, commercial,1,1,0
201602, etc, etc, Public,0,1,-100
201602, etc, etc, Study Abroad,5,3,66.7
201602, etc, etc, etc,44,19,131.6
201602, etc, etc, entire,72,43,67.4
201602, Korean, Year and Continent, tourism,0,0,0
201602, Korean, Year and Continent, commercial,0,0,0
201602, Korean, Year and Continent, Public,0,0,0
201602, Korean, Year and Continent, Study Abroad,0,0,0
201602, Korean, Year and Continent, etc,17892,18244,-1.9
201602, Korean, Year and Continent, entire,17892,18244,-1.9
201602, Korean, Korean, tourism,0,0,0
201602, Korean, Korean, commercial,0,0,0
201602, Korean, Korean, Public,0,0,0
201602, Korean, Korean, Study Abroad,0,0,0
201602, Korean, Korean, etc,17892,18244,-1.9
201602, Korean, Korean, entire,17892,18244,-1.9
201603, Entire continent, year, tourism,1123465,958493,17.2
201603, Entire continent, year, commercial,16149,18549,-12.9
201603, Entire continent, year, Public,3445,3241,6.3
201603, Entire continent, year, Study Abroad,22176,27129,-18.3
201603, Entire continent, year, etc,224164,230732,-2.8
201603, Entire continent, year, entire,1389399,1238144,12.2
201603, Asia, Year and Continent, tourism,983522,830119,18.5
201603, Asia, Year and Continent, commercial,12448,14128,-11.9
201603, Asia, Year and Continent, Public,1751,1769,-1
201603, Asia, Year and Continent, Study Abroad,21230,26069,-18.6
201603, Asia, Year and Continent, etc,157010,165701,-5.2
201603, Asia, Year and Continent, entire,1175961,1037786,13.3
201603, Asia, china, tourism,500018,386386,29.4
201603, Asia, china, commercial,4505,5170,-12.9
201603, Asia, china, Public,260,318,-18.2
201603, Asia, china, Study Abroad,16604,21416,-22.5
201603, Asia, china, etc,80284,101840,-21.2
201603, Asia, china, entire,601671,515130,16.8
201603, Asia, japan, tourism,217623,211846,2.7
201603, Asia, japan, commercial,2022,1958,3.3
201603, Asia, japan, Public,156,186,-16.1
201603, Asia, japan, Study Abroad,598,824,-27.4
201603, Asia, japan, etc,3929,4118,-4.6
201603, Asia, japan, entire,224328,218932,2.5
201603, Asia, taiwan, tourism,56515,51302,10.2
201603, Asia, taiwan, commercial,48,52,-7.7
201603, Asia, taiwan, Public,8,9,-11.1
201603, Asia, taiwan, Study Abroad,222,291,-23.7
201603, Asia, taiwan, etc,1055,650,62.3
201603, Asia, taiwan, entire,57848,52304,10.6
201603, Asia, Hong Kong, tourism,61980,50969,21.6
201603, Asia, Hong Kong, commercial,67,41,63.4
201603, Asia, Hong Kong, Public,2,1,100
201603, Asia, Hong Kong, Study Abroad,165,187,-11.8
201603, Asia, Hong Kong, etc,735,678,8.4
201603, Asia, Hong Kong, entire,62949,51876,21.3
201603, Asia, Macau, tourism,3949,2987,32.2
201603, Asia, Macau, commercial,0,1,-100
201603, Asia, Macau, Public,0,0,0
201603, Asia, Macau, Study Abroad,19,14,35.7
201603, Asia, Macau, etc,25,31,-19.4
201603, Asia, Macau, entire,3993,3033,31.7
201603, Asia, Philippines, tourism,17181,14684,17
201603, Asia, Philippines, commercial,279,281,-0.7
201603, Asia, Philippines, Public,78,70,11.4
201603, Asia, Philippines, Study Abroad,102,127,-19.7
201603, Asia, Philippines, etc,24854,18601,33.6
201603, Asia, Philippines, entire,42494,33763,25.9
201603, Asia, Indonesia, tourism,11062,9565,15.7
201603, Asia, Indonesia, commercial,284,274,3.6
201603, Asia, Indonesia, Public,53,37,43.2
201603, Asia, Indonesia, Study Abroad,121,173,-30.1
201603, Asia, Indonesia, etc,7995,5618,42.3
201603, Asia, Indonesia, entire,19515,15667,24.6
201603, Asia, thailand, tourism,40876,40726,0.4
201603, Asia, thailand, commercial,61,68,-10.3
201603, Asia, thailand, Public,423,192,120.3
201603, Asia, thailand, Study Abroad,82,87,-5.7
201603, Asia, thailand, etc,5215,5795,-10
201603, Asia, thailand, entire,46657,46868,-0.5
201603, Asia, vietnam, tourism,10982,8708,26.1
201603, Asia, vietnam, commercial,525,419,25.3
201603, Asia, vietnam, Public,131,191,-31.4
201603, Asia, vietnam, Study Abroad,1659,1199,38.4
201603, Asia, vietnam, etc,5357,7792,-31.2
201603, Asia, vietnam, entire,18654,18309,1.9
201603, Asia, India, tourism,2306,1945,18.6
201603, Asia, India, commercial,2527,2712,-6.8
201603, Asia, India, Public,32,38,-15.8
201603, Asia, India, Study Abroad,115,109,5.5
201603, Asia, India, etc,8879,5402,64.4
201603, Asia, India, entire,13859,10206,35.8
201603, Asia, malaysia, tourism,26377,19682,34
201603, Asia, malaysia, commercial,183,209,-12.4
201603, Asia, malaysia, Public,2,6,-66.7
201603, Asia, malaysia, Study Abroad,121,167,-27.5
201603, Asia, malaysia, etc,1989,1429,39.2
201603, Asia, malaysia, entire,28672,21493,33.4
201603, Asia, Singapore, tourism,15819,14152,11.8
201603, Asia, Singapore, commercial,193,165,17
201603, Asia, Singapore, Public,1,9,-88.9
201603, Asia, Singapore, Study Abroad,31,26,19.2
201603, Asia, Singapore, etc,1605,1189,35
201603, Asia, Singapore, entire,17649,15541,13.6
201603, Asia, Mongolia, tourism,4633,4290,8
201603, Asia, Mongolia, commercial,117,152,-23
201603, Asia, Mongolia, Public,301,231,30.3
201603, Asia, Mongolia, Study Abroad,481,408,17.9
201603, Asia, Mongolia, etc,415,490,-15.3
201603, Asia, Mongolia, entire,5947,5571,6.7
201603, Asia, Uzbekistan, tourism,2559,1477,73.3
201603, Asia, Uzbekistan, commercial,328,1198,-72.6
201603, Asia, Uzbekistan, Public,1,0,0
201603, Asia, Uzbekistan, Study Abroad,180,123,46.3
201603, Asia, Uzbekistan, etc,2846,1976,44
201603, Asia, Uzbekistan, entire,5914,4774,23.9
201603, Asia, Myanmar, tourism,1249,1321,-5.5
201603, Asia, Myanmar, commercial,22,23,-4.3
201603, Asia, Myanmar, Public,46,62,-25.8
201603, Asia, Myanmar, Study Abroad,36,43,-16.3
201603, Asia, Myanmar, etc,4047,3401,19
201603, Asia, Myanmar, entire,5400,4850,11.3
201603, Asia, GCC, tourism,2419,2311,4.7
201603, Asia, GCC, commercial,21,40,-47.5
201603, Asia, GCC, Public,5,12,-58.3
201603, Asia, GCC, Study Abroad,154,263,-41.4
201603, Asia, GCC, etc,74,83,-10.8
201603, Asia, GCC, entire,2673,2709,-1.3
201603, Asia, Kazakhstan, tourism,2582,2580,0.1
201603, Asia, Kazakhstan, commercial,4,18,-77.8
201603, Asia, Kazakhstan, Public,4,4,0
201603, Asia, Kazakhstan, Study Abroad,106,80,32.5
201603, Asia, Kazakhstan, etc,593,312,90.1
201603, Asia, Kazakhstan, entire,3289,2994,9.9
201603, Asia, Turkye, tourism,1032,1223,-15.6
201603, Asia, Turkye, commercial,18,17,5.9
201603, Asia, Turkye, Public,30,56,-46.4
201603, Asia, Turkye, Study Abroad,24,23,4.3
201603, Asia, Turkye, etc,994,790,25.8
201603, Asia, Turkye, entire,2098,2109,-0.5
201603, Asia, Cambodia, tourism,468,432,8.3
201603, Asia, Cambodia, commercial,31,36,-13.9
201603, Asia, Cambodia, Public,41,71,-42.3
201603, Asia, Cambodia, Study Abroad,40,73,-45.2
201603, Asia, Cambodia, etc,1723,1500,14.9
201603, Asia, Cambodia, entire,2303,2112,9
201603, Asia, Sri Lanka, tourism,234,215,8.8
201603, Asia, Sri Lanka, commercial,80,50,60
201603, Asia, Sri Lanka, Public,11,10,10
201603, Asia, Sri Lanka, Study Abroad,49,50,-2
201603, Asia, Sri Lanka, etc,985,1207,-18.4
201603, Asia, Sri Lanka, entire,1359,1532,-11.3
201603, Asia, Bangladesh, tourism,157,160,-1.9
201603, Asia, Bangladesh, commercial,155,153,1.3
201603, Asia, Bangladesh, Public,23,26,-11.5
201603, Asia, Bangladesh, Study Abroad,58,63,-7.9
201603, Asia, Bangladesh, etc,647,540,19.8
201603, Asia, Bangladesh, entire,1040,942,10.4
